0.5,10.0,10.0
0.75,0.1,0.1
0.75,0.1,0.5
0.75,0.1,1.0
0.75,0.1,5.0
0.75,0.1,10.0
0.75,0.5,0.1
0.75,0.5,0.5
0.75,0.5,1.0
0.75,0.5,5.0
0.75,0.5,10.0
0.75,1.0,0.1
0.75,1.0,0.5
0.75,1.0,1.0
0.75,1.0,5.0
0.75,1.0,10.0
0.75,5.0,0.1
0.75,5.0,0.5
0.75,5.0,1.0
0.75,5.0,5.0
0.75,5.0,10.0
0.75,10.0,0.1
0.75,10.0,0.5
0.75,10.0,1.0
0.75,10.0,5.0
0.75,10.0,10.0
1.0,0.1,0.1
1.0,0.1,0.5
1.0,0.1,1.0
1.0,0.1,5.0
1.0,0.1,10.0
1.0,0.5,0.1
1.0,0.5,0.5
1.0,0.5,1.0
1.0,0.5,5.0
1.0,0.5,10.0
1.0,1.0,0.1
1.0,1.0,0.5
1.0,1.0,1.0
1.0,1.0,5.0
1.0,1.0,10.0
1.0,5.0,0.1
1.0,5.0,0.5
1.0,5.0,1.0
1.0,5.0,5.0
1.0,5.0,10.0
1.0,10.0,0.1
1.0,10.0,0.5
1.0,10.0,1.0
1.0,10.0,5.0
1.0,10.0,10.0
2.0,0.1,0.1
2.0,0.1,0.5
2.0,0.1,1.0
2.0,0.1,5.0
2.0,0.1,10.0
2.0,0.5,0.1
2.0,0.5,0.5
2.0,0.5,1.0
2.0,0.5,5.0
2.0,0.5,10.0
2.0,1.0,0.1
2.0,1.0,0.5
2.0,1.0,1.0
2.0,1.0,5.0
2.0,1.0,10.0
2.0,5.0,0.1
2.0,5.0,0.5
2.0,5.0,1.0
2.0,5.0,5.0
2.0,5.0,10.0
2.0,10.0,0.1
2.0,10.0,0.5
2.0,10.0,1.0
2.0,10.0,5.0
2.0,10.0,10.0
10.0,0.1,0.1
10.0,0.1,0.5
10.0,0.1,1.0
10.0,0.1,5.0
10.0,0.1,10.0
10.0,0.5,0.1
10.0,0.5,0.5
10.0,0.5,1.0
10.0,0.5,5.0
10.0,0.5,10.0
10.0,1.0,0.1
10.0,1.0,0.5
10.0,1.0,1.0
10.0,1.0,5.0
10.0,1.0,10.0
10.0,5.0,0.1
10.0,5.0,0.5
10.0,5.0,1.0
10.0,5.0,5.0
10.0,5.0,10.0
10.0,10.0,0.1
10.0,10.0,0.5
10.0,10.0,1.0
10.0,10.0,5.0
10.0,10.0,10.0
100.0,0.1,0.1
100.0,0.1,0.5
100.0,0.1,1.0
100.0,0.1,5.0
100.0,0.1,10.0
100.0,0.5,0.1
100.0,0.5,0.5
100.0,0.5,1.0
100.0,0.5,5.0
100.0,0.5,10.0
100.0,1.0,0.1
100.0,1.0,0.5
100.0,1.0,1.0
100.0,1.0,5.0
100.0,1.0,10.0
100.0,5.0,0.1
100.0,5.0,0.5
100.0,5.0,1.0
100.0,5.0,5.0
100.0,5.0,10.0
100.0,10.0,0.1
100.0,10.0,0.5
100.0,10.0,1.0
100.0,10.0,5.0
100.0,10.0,10.0
1000.0,0.1,0.1
1000.0,0.1,0.5
1000.0,0.1,1.0
1000.0,0.1,5.0
1000.0,0.1,10.0
1000.0,0.5,0.1
1000.0,0.5,0.5
1000.0,0.5,1.0
1000.0,0.5,5.0
1000.0,0.5,10.0
1000.0,1.0,0.1
1000.0,1.0,0.5
1000.0,1.0,1.0
1000.0,1.0,5.0
1000.0,1.0,10.0
1000.0,5.0,0.1
1000.0,5.0,0.5
1000.0,5.0,1.0
1000.0,5.0,5.0
1000.0,5.0,10.0
1000.0,10.0,0.1
1000.0,10.0,0.5
1000.0,10.0,1.0
1000.0,10.0,5.0
1000.0,10.0,10.0
10000.0,0.1,0.1
10000.0,0.1,0.5
10000.0,0.1,1.0
10000.0,0.1,5.0
10000.0,0.1,10.0
10000.0,0.5,0.1
10000.0,0.5,0.5
10000.0,0.5,1.0
10000.0,0.5,5.0
10000.0,0.5,10.0
10000.0,1.0,0.1
10000.0,1.0,0.5
10000.0,1.0,1.0
10000.0,1.0,5.0
10000.0,1.0,10.0
10000.0,5.0,0.1
10000.0,5.0,0.5
10000.0,5.0,1.0
10000.0,5.0,5.0
10000.0,5.0,10.0
10000.0,10.0,0.1
10000.0,10.0,0.5
10000.0,10.0,1.0
10000.0,10.0,5.0
10000.0,10.0,10.0
