run,key,epsilon,lamb_dfl,c_dfl,lamb_lr,w_dfl,w_lr,trainloss_dfl,trainacc_dfl,traindq_dfl,testloss_dfl,testacc_dfl,testdq_dfl,trainloss_lr,trainacc_lr,traindq_lr,testloss_lr,testacc_lr,testdq_lr
76,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,142.82671700494353,0.0978372480656722,2.7632445472741862,0.558,0.06,2.803612865663908,0.568,0.061,0.6917211636024582,0.53,0.032,0.6920728776934388,0.518,0.011
77,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.02,10.0,6270.95068630706,0.0929304081311689,inf,0.683,0.185,inf,0.668,0.161,0.6932541739254812,0.501,0.003,0.6934765100268266,0.486,-0.021
78,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1052.1841239062885,0.1065743539939416,17.096914962154425,0.618,0.12,18.32020756293608,0.605,0.098,0.6926551742973627,0.539,0.041,0.6925157506439932,0.558,0.051
79,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,5.0,10.0,26.944802896751163,0.1018826206468219,0.7613221231866557,0.658,0.16,0.7536871624206396,0.662,0.155,0.6931869808566931,0.497,-0.001,0.6931994373971222,0.502,-0.005
80,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,5.0,10.0,27.071972758195862,0.107014953827633,0.7762824445354671,0.633,0.135,0.8008264063120769,0.624,0.117,0.6924390681783601,0.609,0.111,0.6924506651480632,0.6,0.093
81,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.05,10.0,2419.387236072871,0.0893762730525178,36.60435546059037,0.736,0.238,42.361970112772376,0.694,0.187,0.6919280474613824,0.562,0.064,0.6922376499582001,0.538,0.031
82,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.01,10.0,12144.62599611756,0.0823162872810687,inf,0.646,0.148,inf,0.598,0.091,0.6921100045373045,0.637,0.139,0.6922582714673581,0.616,0.109
83,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,143.00540357371094,0.0880145347128503,2.366614016623804,0.653,0.155,2.635452646846568,0.65,0.143,0.6927320391722258,0.596,0.098,0.6928952783908887,0.561,0.054
84,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.05,10.0,2583.221973704188,0.1029849063538451,43.31664825777569,0.584,0.086,41.8152284735034,0.588,0.081,0.6937866426336965,0.39,-0.108,0.6937917636546996,0.398,-0.109
85,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,97.2295656957286,0.113504980404105,1.70910008823807,0.615,0.117,1.7282508423587823,0.61,0.103,0.6921048941712235,0.615,0.117,0.6922386366267792,0.613,0.106
86,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,227.75816158548253,0.1135495075555567,9.60881620239148,0.542,0.044,10.494053184317847,0.527,0.02,0.6915656381470526,0.618,0.12,0.6918583413945932,0.618,0.111
87,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1053.8281084113894,0.1069831666624298,18.81084065644353,0.604,0.106,21.33346577565828,0.576,0.069,0.6915570971009747,0.548,0.05,0.6918167704918653,0.529,0.022
88,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.05,10.0,2698.4026393033582,0.0886235775703838,47.61597561802974,0.608,0.11,46.258195403219126,0.616,0.109,0.692786400588072,0.542,0.044,0.6928242647060877,0.553,0.046
89,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,228.2494526559372,0.0965629733602032,5.603796419867229,0.642,0.144,5.260221776740899,0.645,0.138,0.692800683583042,0.566,0.068,0.692758068382732,0.598,0.091
90,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.05,10.0,2330.163937057681,0.0860841410534617,69.07647392915258,0.602,0.104,75.31839131932419,0.587,0.08,0.6922652654012716,0.512,0.014,0.6924291734343891,0.503,-0.004
91,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.2,10.0,562.8699960058439,0.0929145477185888,12.681211347479072,0.543,0.045,12.368999652545378,0.536,0.029,0.6909949572585348,0.615,0.117,0.6908931246401264,0.624,0.117
92,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,249.89127061396763,0.0951955084120319,4.004923523830602,0.597,0.099,4.291254677873379,0.562,0.055,0.6926949686571222,0.561,0.063,0.692986508277569,0.533,0.026
